theme	name	prompt
chambre_dormir	un_pyjama	a pair of soft pajamas folded neatly, with a minimal surrounding context that supports the action without defining a full scene.
chambre_dormir	une_chemise_de_nuit	a light nightgown laid on bedding, with a minimal surrounding context that supports the action without defining a full scene.
chambre_dormir	un_tapis	a soft rug placed near a resting area, with a minimal surrounding context that supports the action without defining a full scene.
chambre_dormir	un_rideau_occultant	a thick blackout curtain hanging beside a window, with a minimal surrounding context that supports the action without defining a full scene.
chambre_dormir	un_store	a simple adjustable window blind, with a minimal surrounding context that supports the action without defining a full scene.
chambre_dormir	un_volet	a wooden shutter partially closed, with a minimal surrounding context that supports the action without defining a full scene.
chambre_dormir	une_tisane	a warm herbal tea steaming gently in a cup, with a minimal surrounding context that supports the action without defining a full scene.
chambre_dormir	un_livre	a book resting near a bed, with a minimal surrounding context that supports the action without defining a full scene.
chambre_dormir	une_histoire	a narrative atmosphere evoked by an open book, with a minimal surrounding context that supports the action without defining a full scene.
chambre_dormir	une_routine	a suggestion of nightly habits through simple objects, with a minimal surrounding context that supports the action without defining a full scene.
chambre_dormir	un_rituel	a soft pre-sleep ritual hinted by gentle lighting and objects, with a minimal surrounding context that supports the action without defining a full scene.
chambre_dormir	une_horloge	a quiet clock showing a late hour, with a minimal surrounding context that supports the action without defining a full scene.
chambre_dormir	un_sablier	a small hourglass with flowing sand, with a minimal surrounding context that supports the action without defining a full scene.
chambre_dormir	une_montre	a simple wristwatch placed on a bedside table, with a minimal surrounding context that supports the action without defining a full scene.
chambre_dormir	un_masque_de_sommeil	a soft sleep mask resting on fabric, with a minimal surrounding context that supports the action without defining a full scene.
chambre_dormir	un_bouchon_d_oreille	a pair of earplugs laid beside a pillow, with a minimal surrounding context that supports the action without defining a full scene.
chambre_dormir	une_peluche	a soft plush toy resting on a bed, with a minimal surrounding context that supports the action without defining a full scene.
chambre_dormir	un_doudou	a small comfort object placed gently on bedding, with a minimal surrounding context that supports the action without defining a full scene.
chambre_dormir	un_berceau	a simple crib with soft blankets, with a minimal surrounding context that supports the action without defining a full scene.
chambre_dormir	une_chaleur	a warm comforting atmosphere filling a quiet room, with a minimal surrounding context that supports the action without defining a full scene.
chambre_dormir	un_froid	a light sense of cool air in a dim space, with a minimal surrounding context that supports the action without defining a full scene.
chambre_dormir	un_bain	a warm bath moment suggested indirectly as part of a bedtime routine, with a minimal surrounding context that supports the action without defining a full scene.
chambre_dormir	une_relaxation	a calm relaxing sensation expressed through soft lighting, with a minimal surrounding context that supports the action without defining a full scene.
chambre_dormir	un_apaisement	a peaceful soothing atmosphere with gentle tones, with a minimal surrounding context that supports the action without defining a full scene.
chambre_dormir	une_fatigue	a subtle hint of tiredness in posture or gesture, with a minimal surrounding context that supports the action without defining a full scene.
chambre_dormir	une_sensation	a delicate sensory impression suggested visually, with a minimal surrounding context that supports the action without defining a full scene.
chambre_dormir	une_habitude	a repeated nighttime pattern hinted by familiar objects, with a minimal surrounding context that supports the action without defining a full scene.
chambre_dormir	une_pensee	a quiet moment of introspection before sleep, with a minimal surrounding context that supports the action without defining a full scene.
corps_humain	une_tete	a human head shown with natural proportions and neutral expression, with a minimal surrounding context that supports the action without defining a full scene.
corps_humain	un_visage	a human face highlighted with soft lighting and calm detail, with a minimal surrounding context that supports the action without defining a full scene.
corps_humain	un_cheveu	a single strand of human hair shown in close-up texture, with a minimal surrounding context that supports the action without defining a full scene.
corps_humain	un_œil	a detailed human eye with realistic reflections, with a minimal surrounding context that supports the action without defining a full scene.
corps_humain	une_oreille	a human ear shown from the side with natural texture, with a minimal surrounding context that supports the action without defining a full scene.
corps_humain	un_nez	a human nose depicted from the front or profile, with a minimal surrounding context that supports the action without defining a full scene.
corps_humain	une_bouche	a human mouth in a neutral relaxed pose, with a minimal surrounding context that supports the action without defining a full scene.
corps_humain	un_cou	a human neck with natural posture and skin texture, with a minimal surrounding context that supports the action without defining a full scene.
corps_humain	une_epaule	a human shoulder slightly angled, with a minimal surrounding context that supports the action without defining a full scene.
corps_humain	un_bras	a human arm positioned naturally, with a minimal surrounding context that supports the action without defining a full scene.
corps_humain	une_main	a human hand shown in a relaxed position, with a minimal surrounding context that supports the action without defining a full scene.
corps_humain	un_doigt	a single human finger depicted in close detail, with a minimal surrounding context that supports the action without defining a full scene.
corps_humain	une_poitrine	a human chest shown with anatomical accuracy, with a minimal surrounding context that supports the action without defining a full scene.
corps_humain	un_ventre	a human abdomen displayed in a natural posture, with a minimal surrounding context that supports the action without defining a full scene.
corps_humain	un_dos	a human back with visible shoulder lines, with a minimal surrounding context that supports the action without defining a full scene.
corps_humain	une_hanche	a human hip shown from a natural angle, with a minimal surrounding context that supports the action without defining a full scene.
corps_humain	une_jambe	a human leg standing or slightly bent, with a minimal surrounding context that supports the action without defining a full scene.
corps_humain	un_genou	a human knee depicted in close detail, with a minimal surrounding context that supports the action without defining a full scene.
corps_humain	une_cheville	a human ankle shown in neutral pose, with a minimal surrounding context that supports the action without defining a full scene.
corps_humain	un_pied	a human foot resting naturally, with a minimal surrounding context that supports the action without defining a full scene.
corps_humain	un_orteil	a human toe shown in close-up, with a minimal surrounding context that supports the action without defining a full scene.
corps_humain	une_peau	a surface of human skin showing natural texture, with a minimal surrounding context that supports the action without defining a full scene.
corps_humain	une_gorge	a human throat area depicted softly, with a minimal surrounding context that supports the action without defining a full scene.
corps_humain	un_sourcil	a human eyebrow shown in close detail, with a minimal surrounding context that supports the action without defining a full scene.
corps_humain	un_menton	a human chin depicted in natural portrait lighting, with a minimal surrounding context that supports the action without defining a full scene.
cuisine	une_cuillere	a metal spoon resting on a clean surface, with a minimal surrounding context that supports the action without defining a full scene.
cuisine	une_fourchette	a simple fork placed neatly with soft reflections, with a minimal surrounding context that supports the action without defining a full scene.
cuisine	un_couteau	a kitchen knife with a sharp blade and ergonomic handle, with a minimal surrounding context that supports the action without defining a full scene.
cuisine	une_assiette_plate	a flat ceramic plate shown from above, with a minimal surrounding context that supports the action without defining a full scene.
cuisine	une_assiette_creuse	a deep bowl-like plate placed centrally, with a minimal surrounding context that supports the action without defining a full scene.
cuisine	un_verre	a clear drinking glass catching soft highlights, with a minimal surrounding context that supports the action without defining a full scene.
cuisine	un_bol	a small bowl with smooth curves, with a minimal surrounding context that supports the action without defining a full scene.
cuisine	une_casserole	a cooking pot with metal handles, with a minimal surrounding context that supports the action without defining a full scene.
cuisine	une_poele	a frying pan with a clean surface, with a minimal surrounding context that supports the action without defining a full scene.
cuisine	un_four_electrique	an electric oven shown with its front panel visible, with a minimal surrounding context that supports the action without defining a full scene.
cuisine	un_micro-onde	a microwave oven with a simple digital display, with a minimal surrounding context that supports the action without defining a full scene.
cuisine	un_refrigerateur	a standing refrigerator with a clean modern design, with a minimal surrounding context that supports the action without defining a full scene.
cuisine	un_tablier	a kitchen apron hanging or laid flat, with a minimal surrounding context that supports the action without defining a full scene.
cuisine	un_fouet	a metal whisk with curved wires, with a minimal surrounding context that supports the action without defining a full scene.
cuisine	un_robot_menager	a kitchen food processor with a transparent bowl, with a minimal surrounding context that supports the action without defining a full scene.
cuisine	une_planche_a_decouper	a wooden cutting board with subtle knife marks, with a minimal surrounding context that supports the action without defining a full scene.
ecole	une_classe	a classroom with desks and chairs arranged neatly, with a minimal surrounding context that supports the action without defining a full scene.
ecole	un_professeur	a teacher standing in front of a class, with a minimal surrounding context that supports the action without defining a full scene.
ecole	un_eleve	a student sitting at a desk paying attention, with a minimal surrounding context that supports the action without defining a full scene.
ecole	un_tableau_noir	a blackboard with chalk writing, with a minimal surrounding context that supports the action without defining a full scene.
ecole	un_cahier	an open notebook showing written notes, with a minimal surrounding context that supports the action without defining a full scene.
ecole	un_livre	a school textbook open on a desk, with a minimal surrounding context that supports the action without defining a full scene.
ecole	un_stylo	a pen placed on paper, with a minimal surrounding context that supports the action without defining a full scene.
ecole	une_gomme	an eraser lying next to a notebook, with a minimal surrounding context that supports the action without defining a full scene.
ecole	un_crayon	a pencil ready to write, with a minimal surrounding context that supports the action without defining a full scene.
ecole	une_regle	a ruler laid on a desk, with a minimal surrounding context that supports the action without defining a full scene.
ecole	une_trousse	a pencil case containing pens and pencils, with a minimal surrounding context that supports the action without defining a full scene.
ecole	un_sac_a_dos	a school backpack leaning against a chair, with a minimal surrounding context that supports the action without defining a full scene.
ecole	un_bureau	a student desk with books and stationery, with a minimal surrounding context that supports the action without defining a full scene.
ecole	une_chaise	a school chair next to a desk, with a minimal surrounding context that supports the action without defining a full scene.
ecole	une_cour_de_recreation	a school playground with children, with a minimal surrounding context that supports the action without defining a full scene.
ecole	une_bibliotheque	a school library with bookshelves, with a minimal surrounding context that supports the action without defining a full scene.
ecole	un_gymnase	a gymnasium with sports equipment, with a minimal surrounding context that supports the action without defining a full scene.
ecole	une_cantine	a school cafeteria with tables and chairs, with a minimal surrounding context that supports the action without defining a full scene.
ecole	un_directeur	a school principal in an office, with a minimal surrounding context that supports the action without defining a full scene.
ecole	un_examen	a student taking a written exam, with a minimal surrounding context that supports the action without defining a full scene.
ecole	une_interrogation	a teacher questioning students, with a minimal surrounding context that supports the action without defining a full scene.
ecole	une_note	a graded paper showing a score, with a minimal surrounding context that supports the action without defining a full scene.
ecole	une_recreation	children playing outside during recess, with a minimal surrounding context that supports the action without defining a full scene.
ecole	un_college	a middle school building exterior, with a minimal surrounding context that supports the action without defining a full scene.
ecole	un_lycee	a high school building with entrance, with a minimal surrounding context that supports the action without defining a full scene.
equitation	un_cheval	a horse standing in a stable or paddock, with a minimal surrounding context that supports the action without defining a full scene.
equitation	une_jument	a mare in a natural posture, with a minimal surrounding context that supports the action without defining a full scene.
equitation	un_poulain	a young foal near its mother, with a minimal surrounding context that supports the action without defining a full scene.
equitation	un_cavalier	a male rider on horseback wearing riding gear, with a minimal surrounding context that supports the action without defining a full scene.
equitation	une_cavaliere	a female rider on horseback in natural light, with a minimal surrounding context that supports the action without defining a full scene.
equitation	une_ecurie	a stable with horses inside, with a minimal surrounding context that supports the action without defining a full scene.
equitation	un_box	a horse stall with bedding, with a minimal surrounding context that supports the action without defining a full scene.
equitation	une_carriere	an outdoor riding arena with fences, with a minimal surrounding context that supports the action without defining a full scene.
equitation	un_manege	an indoor riding arena with clear space, with a minimal surrounding context that supports the action without defining a full scene.
equitation	une_selle	a horse saddle placed on a horse, with a minimal surrounding context that supports the action without defining a full scene.
equitation	une_bride	a horse bridle with reins, with a minimal surrounding context that supports the action without defining a full scene.
equitation	un_filet	a horse bit with straps, with a minimal surrounding context that supports the action without defining a full scene.
equitation	un_etrier	stirrups hanging from a saddle, with a minimal surrounding context that supports the action without defining a full scene.
equitation	une_sangle	a girth strap secured under a horse, with a minimal surrounding context that supports the action without defining a full scene.
equitation	une_bombe	a riding helmet placed on a table, with a minimal surrounding context that supports the action without defining a full scene.
equitation	une_cravache	a riding crop resting next to a horse, with a minimal surrounding context that supports the action without defining a full scene.
equitation	une_brosse	a horse grooming brush on a stable floor, with a minimal surrounding context that supports the action without defining a full scene.
equitation	un_pansage	a horse being groomed, with a minimal surrounding context that supports the action without defining a full scene.
equitation	un_galop	a horse galloping in an open field, with a minimal surrounding context that supports the action without defining a full scene.
equitation	un_trot	a horse trotting in an arena, with a minimal surrounding context that supports the action without defining a full scene.
equitation	un_obstacle	a jumping obstacle in a riding arena, with a minimal surrounding context that supports the action without defining a full scene.
equitation	une_randonnee	a horse trail ride through nature, with a minimal surrounding context that supports the action without defining a full scene.
equitation	un_fer	a horseshoe lying on the ground, with a minimal surrounding context that supports the action without defining a full scene.
equitation	un_marechal-ferrant	a farrier working on a horse's hoof, with a minimal surrounding context that supports the action without defining a full scene.
equitation	une_allure	a horse moving in a specific gait, with a minimal surrounding context that supports the action without defining a full scene.
equitation	un_mors	a horse bit in close-up detail, with a minimal surrounding context that supports the action without defining a full scene.
equitation	un_licol	a horse halter displayed on a horse, with a minimal surrounding context that supports the action without defining a full scene.
equitation	une_criniere	a horse mane flowing naturally, with a minimal surrounding context that supports the action without defining a full scene.
equitation	une_queue	a horse tail shown in natural posture, with a minimal surrounding context that supports the action without defining a full scene.
equitation	un_sabot	a horse hoof in close detail, with a minimal surrounding context that supports the action without defining a full scene.
ete	un_soleil	a bright sun shining in a clear sky, with a minimal surrounding context that supports the action without defining a full scene.
ete	une_plage	a sandy beach with waves, with a minimal surrounding context that supports the action without defining a full scene.
ete	des_vacances	people enjoying summer vacation outdoors, with a minimal surrounding context that supports the action without defining a full scene.
ete	une_chaleur	hot summer sunlight creating warm shadows, with a minimal surrounding context that supports the action without defining a full scene.
ete	une_mer	the sea with gentle waves, with a minimal surrounding context that supports the action without defining a full scene.
ete	du_sable	sand on a beach with textured grains, with a minimal surrounding context that supports the action without defining a full scene.
ete	un_maillot	a colorful swimsuit laid flat or worn, with a minimal surrounding context that supports the action without defining a full scene.
ete	une_serviette	a beach towel spread on sand, with a minimal surrounding context that supports the action without defining a full scene.
ete	une_creme	sunscreen cream in a small container, with a minimal surrounding context that supports the action without defining a full scene.
ete	des_lunettes	sunglasses lying on a surface, with a minimal surrounding context that supports the action without defining a full scene.
ete	un_parasol	a beach parasol providing shade, with a minimal surrounding context that supports the action without defining a full scene.
ete	une_glace	an ice cream cone with visible texture, with a minimal surrounding context that supports the action without defining a full scene.
ete	un_sorbet	a scoop of sorbet in a bowl, with a minimal surrounding context that supports the action without defining a full scene.
ete	un_cocktail	a colorful summer cocktail in a glass, with a minimal surrounding context that supports the action without defining a full scene.
ete	une_terrasse	an outdoor terrace with chairs and tables, with a minimal surrounding context that supports the action without defining a full scene.
ete	un_barbecue	a barbecue grill with smoke rising, with a minimal surrounding context that supports the action without defining a full scene.
ete	un_aperitif	a summer aperitif drink on a small table, with a minimal surrounding context that supports the action without defining a full scene.
ete	une_fete	people celebrating at a summer party, with a minimal surrounding context that supports the action without defining a full scene.
ete	une_nuit	a summer night sky with stars, with a minimal surrounding context that supports the action without defining a full scene.
ete	un_nuage	a small cloud floating in a blue sky, with a minimal surrounding context that supports the action without defining a full scene.
ete	un_short	summer shorts laid on a surface, with a minimal surrounding context that supports the action without defining a full scene.
ete	une_robe	a summer dress displayed on a hanger, with a minimal surrounding context that supports the action without defining a full scene.
ete	une_tong	a flip-flop shoe on sand, with a minimal surrounding context that supports the action without defining a full scene.
ete	un_parc	a park scene with green grass and trees, with a minimal surrounding context that supports the action without defining a full scene.
ete	un_camping	a camping tent in a natural area, with a minimal surrounding context that supports the action without defining a full scene.
ete	un_moustique	a mosquito hovering in summer light, with a minimal surrounding context that supports the action without defining a full scene.
ete	un_orage	a summer thunderstorm with clouds, with a minimal surrounding context that supports the action without defining a full scene.
ete	un_voyage	people traveling during summer vacation, with a minimal surrounding context that supports the action without defining a full scene.
ete	un_vent	a gentle summer breeze moving leaves, with a minimal surrounding context that supports the action without defining a full scene.
ete	une_saison	a summer season scene with bright sunlight, with a minimal surrounding context that supports the action without defining a full scene.
ferme	un_tracteur	a red tractor in a farm field, with a minimal surrounding context that supports the action without defining a full scene.
ferme	une_vache	a cow grazing in a green pasture, with a minimal surrounding context that supports the action without defining a full scene.
ferme	un_cochon	a pig in a pen on a farm, with a minimal surrounding context that supports the action without defining a full scene.
ferme	un_mouton	a sheep standing on grass, with a minimal surrounding context that supports the action without defining a full scene.
ferme	une_chevre	a goat in a farm enclosure, with a minimal surrounding context that supports the action without defining a full scene.
ferme	une_poule	a hen walking on a farmyard, with a minimal surrounding context that supports the action without defining a full scene.
ferme	un_canard	a duck near a pond on a farm, with a minimal surrounding context that supports the action without defining a full scene.
ferme	une_oie	a goose standing on the grass, with a minimal surrounding context that supports the action without defining a full scene.
ferme	un_cheval	a horse in a paddock, with a minimal surrounding context that supports the action without defining a full scene.
ferme	un_chien	a farm dog lying or sitting, with a minimal surrounding context that supports the action without defining a full scene.
ferme	un_lapin	a rabbit in a hutch or small pen, with a minimal surrounding context that supports the action without defining a full scene.
ferme	un_champ	a cultivated field with crops, with a minimal surrounding context that supports the action without defining a full scene.
ferme	une_prairie	a green meadow with scattered flowers, with a minimal surrounding context that supports the action without defining a full scene.
ferme	une_etable	a barn interior with cows, with a minimal surrounding context that supports the action without defining a full scene.
ferme	une_porcherie	a pigsty with pigs inside, with a minimal surrounding context that supports the action without defining a full scene.
ferme	un_poulailler	a chicken coop with hens, with a minimal surrounding context that supports the action without defining a full scene.
ferme	une_grange	a large farm barn, with a minimal surrounding context that supports the action without defining a full scene.
ferme	un_silo	a tall grain silo near a barn, with a minimal surrounding context that supports the action without defining a full scene.
ferme	un_fenil	a hayloft or haystack in a barn, with a minimal surrounding context that supports the action without defining a full scene.
ferme	une_recolte	harvested crops in baskets, with a minimal surrounding context that supports the action without defining a full scene.
ferme	une_moisson	a field of ripe wheat ready for harvest, with a minimal surrounding context that supports the action without defining a full scene.
ferme	une_fourche	a pitchfork resting against a haystack, with a minimal surrounding context that supports the action without defining a full scene.
ferme	une_botte	a bundle of hay or straw tied together, with a minimal surrounding context that supports the action without defining a full scene.
ferme	de_la_paille	straw scattered on the ground, with a minimal surrounding context that supports the action without defining a full scene.
ferme	un_engrais	a bag of fertilizer on the field, with a minimal surrounding context that supports the action without defining a full scene.
ferme	une_irrigation	a farm irrigation system watering crops, with a minimal surrounding context that supports the action without defining a full scene.
ferme	du_lait	a glass of milk fresh from the farm, with a minimal surrounding context that supports the action without defining a full scene.
ferme	du_fromage	a block of cheese on a table, with a minimal surrounding context that supports the action without defining a full scene.
ferme	un_œuf	a fresh egg placed on straw, with a minimal surrounding context that supports the action without defining a full scene.
ferme	un_jardin	a farm garden with vegetables, with a minimal surrounding context that supports the action without defining a full scene.
ferme	un_agriculteur	a farmer working in the field, with a minimal surrounding context that supports the action without defining a full scene.
ferme	un_apiculteur	a beekeeper tending beehives, with a minimal surrounding context that supports the action without defining a full scene.
foret	un_arbre	a tall tree with leaves, with a minimal surrounding context that supports the action without defining a full scene.
foret	un_bois	a pile of cut wood logs, with a minimal surrounding context that supports the action without defining a full scene.
foret	une_feuille	a single green leaf on a branch, with a minimal surrounding context that supports the action without defining a full scene.
foret	un_tronc	a tree trunk standing upright, with a minimal surrounding context that supports the action without defining a full scene.
foret	une_racine	exposed roots of a tree in soil, with a minimal surrounding context that supports the action without defining a full scene.
foret	une_ecorce	the textured bark of a tree, with a minimal surrounding context that supports the action without defining a full scene.
foret	une_branche	a branch extending from a tree, with a minimal surrounding context that supports the action without defining a full scene.
foret	un_chene	an oak tree with green foliage, with a minimal surrounding context that supports the action without defining a full scene.
foret	un_sapin	a fir tree in a forest, with a minimal surrounding context that supports the action without defining a full scene.
foret	une_clairiere	a small forest clearing with sunlight, with a minimal surrounding context that supports the action without defining a full scene.
foret	une_lisiere	the edge of the forest with scattered trees, with a minimal surrounding context that supports the action without defining a full scene.
foret	un_sous-bois	dense undergrowth with shrubs and small trees, with a minimal surrounding context that supports the action without defining a full scene.
foret	un_sentier	a forest path winding through trees, with a minimal surrounding context that supports the action without defining a full scene.
foret	une_mousse	green moss covering forest ground, with a minimal surrounding context that supports the action without defining a full scene.
foret	une_fougere	a fern growing among trees, with a minimal surrounding context that supports the action without defining a full scene.
foret	un_champignon	a mushroom growing in damp forest soil, with a minimal surrounding context that supports the action without defining a full scene.
foret	une_sylviculture	a managed forest with marked trees, with a minimal surrounding context that supports the action without defining a full scene.
foret	un_bucheron	a lumberjack cutting a tree, with a minimal surrounding context that supports the action without defining a full scene.
foret	une_coupe	a tree stump after a cut, with a minimal surrounding context that supports the action without defining a full scene.
foret	un_resineux	a coniferous tree, with a minimal surrounding context that supports the action without defining a full scene.
foret	un_feuillu	a deciduous tree, with a minimal surrounding context that supports the action without defining a full scene.
foret	un_cerf	a deer standing in the forest, with a minimal surrounding context that supports the action without defining a full scene.
foret	un_chevreuil	a roe deer in forest vegetation, with a minimal surrounding context that supports the action without defining a full scene.
foret	un_sanglier	a wild boar walking in the woods, with a minimal surrounding context that supports the action without defining a full scene.
foret	un_renard	a fox moving through forest undergrowth, with a minimal surrounding context that supports the action without defining a full scene.
foret	un_loup	a wolf standing in the forest, with a minimal surrounding context that supports the action without defining a full scene.
foret	une_chouette	an owl perched on a branch, with a minimal surrounding context that supports the action without defining a full scene.
foret	un_geai	a jay bird in a tree, with a minimal surrounding context that supports the action without defining a full scene.
foret	un_nid	a bird nest in a tree, with a minimal surrounding context that supports the action without defining a full scene.
foret	un_habitat	a forest habitat showing trees and ground cover, with a minimal surrounding context that supports the action without defining a full scene.
foret	une_ombre	shadow of trees on forest floor, with a minimal surrounding context that supports the action without defining a full scene.
foret	un_humus	rich forest soil with decomposing leaves, with a minimal surrounding context that supports the action without defining a full scene.
instrument	un_piano	a black grand piano on a stage, with a minimal surrounding context that supports the action without defining a full scene.
instrument	une_guitare_acoustique	an acoustic guitar resting on a stand, with a minimal surrounding context that supports the action without defining a full scene.
instrument	un_violon	a violin lying on a wooden table, with a minimal surrounding context that supports the action without defining a full scene.
instrument	une_batterie_de_instrument	a drum set arranged in a music room, with a minimal surrounding context that supports the action without defining a full scene.
instrument	une_trompette	a golden trumpet on a music stand, with a minimal surrounding context that supports the action without defining a full scene.
instrument	une_flute	a silver flute placed on a cloth, with a minimal surrounding context that supports the action without defining a full scene.
instrument	un_saxophone	a saxophone standing upright, with a minimal surrounding context that supports the action without defining a full scene.
instrument	une_harpe	a large harp with strings, with a minimal surrounding context that supports the action without defining a full scene.
instrument	un_tambour	a drum with sticks on top, with a minimal surrounding context that supports the action without defining a full scene.
instrument	une_clarinette	a black clarinet on a music table, with a minimal surrounding context that supports the action without defining a full scene.
instrument	un_violoncelle	a cello standing in a corner, with a minimal surrounding context that supports the action without defining a full scene.
instrument	une_guitare_electrique	an electric guitar leaning on an amp, with a minimal surrounding context that supports the action without defining a full scene.
instrument	un_orgue	a pipe organ in a church, with a minimal surrounding context that supports the action without defining a full scene.
instrument	une_caisse_claire	a snare drum on a stand, with a minimal surrounding context that supports the action without defining a full scene.
instrument	un_trombone	a brass trombone resting on a chair, with a minimal surrounding context that supports the action without defining a full scene.
instrument	un_harmonica	a small harmonica on a wooden surface, with a minimal surrounding context that supports the action without defining a full scene.
instrument	un_banjo	a banjo placed on a stool, with a minimal surrounding context that supports the action without defining a full scene.
instrument	une_mandoline	a mandolin lying on a table, with a minimal surrounding context that supports the action without defining a full scene.
instrument	une_cymbale	a cymbal leaning against a drum set, with a minimal surrounding context that supports the action without defining a full scene.
instrument	un_balafon	a balafon (African xylophone) on a wooden frame, with a minimal surrounding context that supports the action without defining a full scene.
legume	une_carotte	an orange carrot with green leaves, with a minimal surrounding context that supports the action without defining a full scene.
legume	une_tomate	a red tomato on a vine, with a minimal surrounding context that supports the action without defining a full scene.
legume	une_patate	a potato on soil, with a minimal surrounding context that supports the action without defining a full scene.
legume	un_oignon	a whole onion with outer skin, with a minimal surrounding context that supports the action without defining a full scene.
legume	un_ail	a garlic bulb with cloves, with a minimal surrounding context that supports the action without defining a full scene.
legume	un_poivron	a bell pepper, red or green, with a minimal surrounding context that supports the action without defining a full scene.
legume	une_courgette	a fresh green zucchini, with a minimal surrounding context that supports the action without defining a full scene.
legume	une_aubergine	a purple eggplant, with a minimal surrounding context that supports the action without defining a full scene.
legume	un_chou-fleur	a cauliflower head on a table, with a minimal surrounding context that supports the action without defining a full scene.
legume	un_brocoli	a broccoli floret, with a minimal surrounding context that supports the action without defining a full scene.
legume	une_laitue	a fresh green lettuce, with a minimal surrounding context that supports the action without defining a full scene.
legume	un_haricot_vert	green beans in a bunch, with a minimal surrounding context that supports the action without defining a full scene.
legume	un_concombre	a cucumber on a cutting board, with a minimal surrounding context that supports the action without defining a full scene.
legume	un_radis	a small red radish, with a minimal surrounding context that supports the action without defining a full scene.
legume	un_celeri	a celery stalk, with a minimal surrounding context that supports the action without defining a full scene.
legume	un_epinard	fresh spinach leaves, with a minimal surrounding context that supports the action without defining a full scene.
legume	un_champignon	a mushroom on soil, with a minimal surrounding context that supports the action without defining a full scene.
legume	un_poireau	a leek with roots, with a minimal surrounding context that supports the action without defining a full scene.
legume	une_citrouille	a large orange pumpkin, with a minimal surrounding context that supports the action without defining a full scene.
legume	une_betterave	a red beet, with a minimal surrounding context that supports the action without defining a full scene.
legume	un_fenouil	a fennel bulb with fronds, with a minimal surrounding context that supports the action without defining a full scene.
legume	un_artichaut	an artichoke on a wooden table, with a minimal surrounding context that supports the action without defining a full scene.
legume	un_chou_de_bruxelles	a Brussels sprout, with a minimal surrounding context that supports the action without defining a full scene.
legume	une_patate_douce	a sweet potato on soil, with a minimal surrounding context that supports the action without defining a full scene.
legume	un_avocat	a cut avocado showing the seed, with a minimal surrounding context that supports the action without defining a full scene.
maison	un_mur	a solid wall of a house, with a minimal surrounding context that supports the action without defining a full scene.
maison	un_toit	a house roof with tiles, with a minimal surrounding context that supports the action without defining a full scene.
maison	une_fondation	a house foundation under construction, with a minimal surrounding context that supports the action without defining a full scene.
maison	des_combles	an attic with beams, with a minimal surrounding context that supports the action without defining a full scene.
maison	un_grenier	a house attic space, with a minimal surrounding context that supports the action without defining a full scene.
maison	une_cave	a cellar with stone walls, with a minimal surrounding context that supports the action without defining a full scene.
maison	une_façade	a house front facade, with a minimal surrounding context that supports the action without defining a full scene.
maison	une_porte	a closed wooden door, with a minimal surrounding context that supports the action without defining a full scene.
maison	une_fenetre	a window with glass panes, with a minimal surrounding context that supports the action without defining a full scene.
maison	un_volet	a closed window shutter, with a minimal surrounding context that supports the action without defining a full scene.
maison	une_cheminee	a brick fireplace on a house wall, with a minimal surrounding context that supports the action without defining a full scene.
maison	une_gouttiere	a rain gutter along a roof edge, with a minimal surrounding context that supports the action without defining a full scene.
maison	une_terrasse	a house terrace with chairs, with a minimal surrounding context that supports the action without defining a full scene.
maison	un_balcon	a balcony on the second floor, with a minimal surrounding context that supports the action without defining a full scene.
maison	un_escalier	an indoor staircase, with a minimal surrounding context that supports the action without defining a full scene.
maison	un_palier	a landing between floors, with a minimal surrounding context that supports the action without defining a full scene.
maison	un_plancher	a wooden floor inside a house, with a minimal surrounding context that supports the action without defining a full scene.
maison	une_poutre	a wooden beam supporting the ceiling, with a minimal surrounding context that supports the action without defining a full scene.
maison	une_tuile	a red roof tile, with a minimal surrounding context that supports the action without defining a full scene.
maison	une_ardoise	a slate roof tile, with a minimal surrounding context that supports the action without defining a full scene.
maison	une_brique	a single brick wall, with a minimal surrounding context that supports the action without defining a full scene.
maison	du_ciment	a pile of cement bags, with a minimal surrounding context that supports the action without defining a full scene.
maison	du_mortier	mortar on a trowel, with a minimal surrounding context that supports the action without defining a full scene.
maison	une_isolation	insulation material inside walls, with a minimal surrounding context that supports the action without defining a full scene.
maison	une_charpente	roof framing with wooden beams, with a minimal surrounding context that supports the action without defining a full scene.
maison	un_pignon	a house gable, with a minimal surrounding context that supports the action without defining a full scene.
maison	un_linteau	a lintel above a doorway, with a minimal surrounding context that supports the action without defining a full scene.
maison	un_rez-de-chaussee	a ground floor of a house, with a minimal surrounding context that supports the action without defining a full scene.
maison	un_etage	an upper floor of a house, with a minimal surrounding context that supports the action without defining a full scene.
maison	une_parcelle	a small plot of land with a house, with a minimal surrounding context that supports the action without defining a full scene.
maison	une_cloture	a fence surrounding a property, with a minimal surrounding context that supports the action without defining a full scene.
maison	une_veranda	a glass veranda attached to a house, with a minimal surrounding context that supports the action without defining a full scene.
montagne	un_sommet	the peak of a mountain, with a minimal surrounding context that supports the action without defining a full scene.
montagne	un_pic	a pointed mountain peak, with a minimal surrounding context that supports the action without defining a full scene.
montagne	une_crevasse	a deep crevasse in ice or snow, with a minimal surrounding context that supports the action without defining a full scene.
montagne	un_glacier	a glacier flowing down a mountain, with a minimal surrounding context that supports the action without defining a full scene.
montagne	une_pente	a steep mountain slope, with a minimal surrounding context that supports the action without defining a full scene.
